ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Customer_duration_days
7022,41,3,4,76445.0,1,0,2,739,107,309,140,80,35,1,2,5,13,6,0,0,0,0,0,0,0,SA,3715
9999,47,3,4,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,SP,3716
10352,49,3,3,34213.0,1,1,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,1,0,SA,3736
7919,36,4,4,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP,3761
4114,48,3,4,79143.0,0,0,2,650,37,780,27,167,32,1,6,9,13,3,0,0,0,0,0,0,0,AUS,3763
7990,65,3,4,27469.0,0,0,2,9,1,2,3,2,0,1,0,0,3,6,0,0,0,0,0,0,0,CA,3772
9888,45,3,4,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,SP,3080
4399,45,3,4,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,CA,3080
4452,57,3,1,50388.0,0,1,3,292,6,37,0,3,34,4,6,1,6,7,0,1,0,1,0,1,0,GER,3108
4785,44,4,4,77622.0,0,2,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,SA,3152
8461,52,3,2,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,3187
3878,34,2,1,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,3198
9612,27,2,1,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,SP,3218
4098,41,3,4,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,AUS,3228
158,68,4,4,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,0,SP,3300
3896,29,3,4,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,SP,3310
9970,36,3,4,55375.0,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,CA,3331
4002,53,4,4,77037.0,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0,SP,3335
10914,43,3,1,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,SP,3336
7279,44,4,4,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,US,3348
10582,34,3,4,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,GER,3437
4470,51,3,4,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,SP,3460
6183,51,3,4,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,GER,3460
6379,64,3,3,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,1,0,US,3472
8601,33,3,4,80011.0,0,1,3,421,76,536,82,178,102,2,8,6,5,4,0,0,0,0,0,0,0,AUS,3502
4827,57,4,1,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,1,0,SP,3552
6715,65,4,1,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,SP,3619
10676,30,3,4,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,1,0,SP,3680
1041,39,4,1,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,1,0,SA,3695
492,39,4,1,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,0,CA,3695
11133,39,4,1,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,1,0,IND,3695
4491,63,3,4,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,0,SP,3712
873,63,3,4,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,0,SP,3712
1631,47,4,4,65220.0,0,0,3,890,63,292,0,25,12,4,8,4,7,6,0,0,0,0,0,1,0,GER,3740
8278,22,4,4,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,SP,3748
6815,34,2,4,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,1,0,SP,3113
254,59,3,4,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,SP,3119
1349,44,3,4,50447.0,2,0,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,IND,3145
2534,61,3,4,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,AUS,3145
2130,32,3,4,45203.0,2,0,4,35,3,67,10,8,24,1,3,1,3,6,0,0,0,0,0,1,0,SA,3174
2296,38,3,4,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,SP,3271
3799,58,3,4,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,US,3291
11084,37,3,4,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,1,0,CA,3303
5172,37,3,4,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,SP,3303
9504,64,3,4,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,SP,3311
850,45,3,1,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,SP,3342
4477,55,3,4,69096.0,0,1,4,247,49,159,7,82,109,1,5,2,10,4,0,0,0,0,0,0,0,GER,3351
1945,51,3,4,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,SP,3360
7685,35,3,4,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,SP,3369
6310,35,3,4,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,CA,3369
10832,55,3,4,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,SP,3422
3025,55,3,1,49967.0,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,CA,3432
2404,37,3,4,53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,US,3474
8581,42,3,4,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,SP,3557
8755,67,3,4,68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,AUS,3570
10177,59,3,2,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,SP,3576
2429,59,3,2,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,CA,3576
8920,46,3,1,59235.0,1,0,4,448,40,469,80,0,91,3,11,2,12,7,0,0,0,0,0,0,0,IND,3609
8430,55,3,4,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,AUS,3628
8619,55,3,4,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,SP,3628
7233,40,3,4,69209.0,0,0,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,0,CA,3726
6678,25,3,4,31928.0,1,0,5,33,4,24,4,2,5,2,3,0,4,7,0,0,0,0,0,0,0,IND,3169
830,27,4,1,74004.0,0,0,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,1,0,IND,3201
6365,26,2,4,30390.0,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,IND,3376
6770,28,3,4,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,1,0,US,3389
2261,44,3,4,26304.0,1,0,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,GER,3447
1031,24,2,4,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,IND,3496
10089,39,3,2,102692.0,0,0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,1,0,SA,3526
9256,42,3,1,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,SP,3617
10641,34,3,1,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,SP,3625
624,28,3,1,18890.0,0,0,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,1,0,SA,3672
4211,26,1,4,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,CA,3684
1407,26,1,4,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,GER,3684
10356,55,4,2,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,SP,3721
9323,63,3,4,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,ME,3736
1146,63,3,4,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,1,0,AUS,3736
6343,55,3,4,79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,1,0,0,0,0,0,AUS,3166
8545,60,3,2,85683.0,0,0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,1,0,SP,3176
8275,49,4,2,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,3216
10673,37,4,4,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,SA,3300
8799,29,4,4,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,SP,3355
67,41,3,1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP,3360
9923,41,3,1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,SP,3360
2814,37,3,4,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,SA,3443
2711,37,3,4,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,CA,3443
4320,34,3,1,60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,SP,3534
10451,48,3,4,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SA,3550
4198,48,3,4,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,SP,3550
10814,66,3,4,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,1,0,SP,3605
944,51,3,4,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,SP,3613
8151,22,1,4,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,SP,3623
6184,43,4,4,68462.0,0,0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,SP,3640
3498,36,4,4,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,1,0,SP,3657
2870,39,3,4,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,SP,3722
7342,51,2,3,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,SP,3734
1911,25,3,4,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,GER,3738
10862,52,3,4,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,SP,3757
2546,37,2,1,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,SP,3083
3005,22,3,1,83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,1,0,SP,3135
8318,35,3,4,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,SP,3253
2930,35,3,1,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,SA,3271
8216,41,3,4,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,AUS,3337
1212,40,3,4,52845.0,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,SP,3396
2541,37,3,4,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,SP,3461
10659,34,2,4,7500.0,1,0,7,2,8,11,3,8,21,4,3,2,2,7,0,0,0,0,0,0,0,IND,3494
10905,57,3,4,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP,3684
8910,57,3,4,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,1,0,SP,3684
7349,39,1,4,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,1,0,SP,3711
7872,37,4,4,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,1,0,SP,3731
4290,42,3,4,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,CA,3178
7408,62,4,4,54549.0,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,SA,3194
9986,32,3,4,19444.0,1,0,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,1,0,SA,3203
8235,58,3,4,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,SA,3232
10949,50,4,2,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,1,0,SP,3271
7284,60,3,4,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,3283
9529,23,3,4,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,SA,3289
9930,69,4,1,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,CA,3312
10270,32,2,4,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,GER,3345
760,38,4,2,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,SA,3400
5519,57,3,4,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,SA,3402
232,48,3,1,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,SP,3423
3009,51,4,3,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,SP,3431
6518,62,4,3,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,AUS,3459
10669,32,3,4,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,SP,3484
5682,60,4,1,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,AUS,3539
1570,62,4,4,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,SP,3571
1497,61,3,1,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,SA,3602
9723,53,3,4,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,CA,3611
7261,42,3,4,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,3620
2452,42,3,4,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,3620
5621,43,3,4,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,SP,3640
10995,24,2,4,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1,SA,3670
7373,60,4,2,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,AUS,3684
5331,35,3,4,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,GER,3732
263,69,4,1,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,SP,3108
4619,69,4,1,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,SP,3108
940,27,3,1,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,SA,3118
10084,42,3,4,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0,IND,3118
6019,43,4,4,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,SP,3167
1463,56,3,1,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,AUS,3168
6424,37,3,4,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP,3226
8233,64,3,3,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,CA,3230
1515,39,3,4,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,CA,3234
10855,46,3,1,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,SP,3234
10909,66,3,4,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,AUS,3241
